1	0
0.999035	0.000297
0.996145	0.001185
0.991338	0.002653
0.984631	0.004682
0.976046	0.007248
0.965613	0.010321
0.953367	0.013863
0.939351	0.017833
0.923612	0.022187
0.906208	0.026874
0.887198	0.031843
0.866653	0.03704
0.844647	0.042411
0.82126	0.047899
0.796579	0.053449
0.770697	0.059005
0.743712	0.064511
0.715726	0.069913
0.686848	0.075158
0.657189	0.080194
0.626866	0.084971
0.595998	0.089439
0.564709	0.093554
0.533123	0.097269
0.50137	0.100545
0.469578	0.103344
0.437879	0.105631
0.406404	0.107376
0.37482	0.108468
0.343599	0.108714
0.313001	0.10811
0.283167	0.10667
0.254236	0.104416
0.226341	0.101384
0.19961	0.097618
0.174166	0.093172
0.150121	0.088108
0.127583	0.082496
0.106649	0.07641
0.087405	0.06993
0.069929	0.063138
0.054289	0.056114
0.04054	0.048938
0.028731	0.041689
0.018897	0.034435
0.011066	0.027241
0.005256	0.020161
0.001476	0.013241
-0.000274	0.006513
0	0
0.002247	-0.006119
0.006409	-0.011672
0.012457	-0.016658
0.020351	-0.021081
0.030046	-0.024945
0.041493	-0.02826
0.054633	-0.031036
0.069404	-0.033287
0.085743	-0.035032
0.103578	-0.036293
0.122838	-0.037096
0.143448	-0.037472
0.165332	-0.037456
0.18841	-0.037089
0.212604	-0.036415
0.237832	-0.035481
0.26401	-0.034339
0.291053	-0.033042
0.318875	-0.031644
0.347385	-0.0302
0.37649	-0.028765
0.406215	-0.027385
0.436788	-0.02594
0.467631	-0.02439
0.49863	-0.022768
0.529667	-0.021106
0.560624	-0.019434
0.591383	-0.017776
0.621824	-0.016155
0.651828	-0.014589
0.681277	-0.01309
0.710053	-0.011669
0.738042	-0.010332
0.76513	-0.009085
0.791206	-0.007927
0.816164	-0.006859
0.839901	-0.005879
0.862316	-0.004983
0.883315	-0.00417
0.902809	-0.003435
0.920716	-0.002777
0.936956	-0.002191
0.95146	-0.001676
0.964163	-0.001232
0.97501	-0.000856
0.983952	-0.000548
0.990949	-0.000308
0.99597	-0.000137
0.998991	-0.000034

