_NLR 7301 FLAP  GAP 2.60%-0.18% FLEX
   0.943600  0.014990
   0.942670  0.015190
   0.939880  0.015800
   0.935240  0.016900
   0.928780  0.018300
   0.920510  0.020080
   0.910470  0.022410
   0.898700  0.025120
   0.885240  0.028190
   0.870150  0.031620
   0.853490  0.035360
   0.835320  0.039410
   0.815720  0.043680
   0.794760  0.048140
   0.772530  0.052730
   0.749110  0.057350
   0.724590  0.061910
   0.699080  0.066280
   0.672670  0.070380
   0.645470  0.074100
   0.617580  0.077370
   0.589120  0.080150
   0.560190  0.082480
   0.530920  0.084380
   0.501410  0.085900
   0.471780  0.087040
   0.442160  0.087810
   0.412650  0.088260
   0.383370  0.088380
   0.354440  0.088180
   0.325980  0.087680
   0.298090  0.086870
   0.270890  0.085770
   0.244480  0.084400
   0.218970  0.082760
   0.194450  0.080870
   0.171030  0.078740
   0.148800  0.076380
   0.127840  0.073810
   0.117860  0.072450
   0.108240  0.071030
   0.098970  0.069580
   0.090070  0.068070
   0.081550  0.066500
   0.073410  0.064880
   0.065670  0.063170
   0.058320  0.061370
   0.051390  0.059430
   0.044870  0.057310
   0.038770  0.055060
   0.033090  0.052680
   0.027860  0.050090
   0.023050  0.047170
   0.018700  0.043730
   0.014790  0.039780
   0.011330  0.035440
   0.008320  0.030760
   0.005770  0.025820
   0.003680  0.020640
   0.002060  0.015160
   0.000890  0.009590
   0.000190  0.004220
   0.000040 -0.000800
   0.000190 -0.005520
   0.000890 -0.009920
   0.002060 -0.014170
   0.003680 -0.018040
   0.005770 -0.021730
   0.008320 -0.025210
   0.011330 -0.028510
   0.014790 -0.031580
   0.018700 -0.034450
   0.023050 -0.037170
   0.027860 -0.039720
   0.033100 -0.042150
   0.038770 -0.044430
   0.044870 -0.046610
   0.051390 -0.048730
   0.058320 -0.050730
   0.065670 -0.052630
   0.073410 -0.054460
   0.081550 -0.056220
   0.090070 -0.057910
   0.098970 -0.059540
   0.108240 -0.061090
   0.117860 -0.062590
   0.127840 -0.064020
   0.148800 -0.066720
   0.171030 -0.069170
   0.194450 -0.071320
   0.218970 -0.073170
   0.244480 -0.074700
   0.270890 -0.075850
   0.298090 -0.076660
   0.325980 -0.077040
   0.354440 -0.077010
   0.383370 -0.076520
   0.412650 -0.075500
   0.442160 -0.073850
   0.471780 -0.071440
   0.501410 -0.068190
   0.530920 -0.064170
   0.560190 -0.059590
   0.589120 -0.054590
   0.617580 -0.049120
   0.645470 -0.043550
   0.672670 -0.037500
   0.699080 -0.030800
   0.724590 -0.023620
   0.749110 -0.015970
   0.772530 -0.008240
   0.794760 -0.000800
   0.815720  0.005850
   0.835320  0.011150
   0.853490  0.014720
   0.870150  0.017020
   0.885240  0.018180
   0.898700  0.018430
   0.910470  0.018070
   0.920510  0.017330
   0.928780  0.016450
   0.935240  0.015300
   0.939880  0.014600
   0.942670  0.014230
   0.943600  0.014100
